tweet_id	date	time	lang	country_code
1351789127578972160	2021-01-20	07:10:17	en	US
1351789922793959425	2021-01-20	07:13:27	en	US
1351791383615578112	2021-01-20	07:19:15	en	US
1351791693436125184	2021-01-20	07:20:29	en	US
1351792223306788864	2021-01-20	07:22:35	en	US
1351793006207111171	2021-01-20	07:25:42	en	US
1351793114378338305	2021-01-20	07:26:08	en	US
1351793393953718272	2021-01-20	07:27:14	en	US
1351793895034806275	2021-01-20	07:29:14	en	US
1351794393850785793	2021-01-20	07:31:13	en	US
1351794571047526400	2021-01-20	07:31:55	en	US
1351794712856965120	2021-01-20	07:32:29	en	US
1351794835460558849	2021-01-20	07:32:58	en	US
1351795107725410305	2021-01-20	07:34:03	en	US
1351795347635449857	2021-01-20	07:35:00	en	US
1351795451574452224	2021-01-20	07:35:25	en	US
1351795645896679424	2021-01-20	07:36:11	en	US
1351795660962590720	2021-01-20	07:36:15	en	US
1351797156299104256	2021-01-20	07:42:11	en	US
1351797272808308736	2021-01-20	07:42:39	en	US
1351797382221082624	2021-01-20	07:43:05	en	US
1351797790695849985	2021-01-20	07:44:43	en	US
1351798478884675587	2021-01-20	07:47:27	en	US
1351798535553953796	2021-01-20	07:47:40	en	US
1351798546551369728	2021-01-20	07:47:43	en	US
1351798863116423169	2021-01-20	07:48:58	en	US
1351798867793240064	2021-01-20	07:48:59	en	US
1351798989927182337	2021-01-20	07:49:29	en	US
1351799369603944451	2021-01-20	07:50:59	en	US
1351799382186749952	2021-01-20	07:51:02	en	US
1351799606653317120	2021-01-20	07:51:56	en	US
1351801108264603649	2021-01-20	07:57:54	en	US
1351801377136242692	2021-01-20	07:58:58	en	US
1351801651615526912	2021-01-20	08:00:03	en	US
1351801938157989888	2021-01-20	08:01:11	en	US
1351802564636004353	2021-01-20	08:03:41	en	US
1351803399881297925	2021-01-20	08:07:00	en	US
1351803665166823424	2021-01-20	08:08:03	en	US
1351804222321422337	2021-01-20	08:10:16	en	US
1351804585199992832	2021-01-20	08:11:43	en	US
1351804822282928130	2021-01-20	08:12:39	en	US
1351805093868433410	2021-01-20	08:13:44	en	US
1351805487017299968	2021-01-20	08:15:18	en	US
1351805582752309254	2021-01-20	08:15:40	en	US
1351805842601947140	2021-01-20	08:16:42	en	US
1351807633729019912	2021-01-20	08:23:49	en	US
1351808098504224768	2021-01-20	08:25:40	en	US
1351808195409424384	2021-01-20	08:26:03	en	US
1351809534151557120	2021-01-20	08:31:23	en	US
1351811056834895872	2021-01-20	08:37:26	en	US
1351811300200910850	2021-01-20	08:38:24	en	US
1351812157822828544	2021-01-20	08:41:48	en	US
1351812302346067968	2021-01-20	08:42:22	en	US
1351812704735023104	2021-01-20	08:43:58	en	US
1351813103185399808	2021-01-20	08:45:33	en	US
1351814634777399297	2021-01-20	08:51:39	en	US
1351814637650542593	2021-01-20	08:51:39	en	US
1351817283480518657	2021-01-20	09:02:10	en	US
1351818042292924416	2021-01-20	09:05:11	en	US
1351818164657647616	2021-01-20	09:05:40	en	US
1351818529054584834	2021-01-20	09:07:07	en	US
1351818714803560453	2021-01-20	09:07:51	en	US
1351819087073128448	2021-01-20	09:09:20	en	US
1351820508744937474	2021-01-20	09:14:59	en	US
1351820916028809216	2021-01-20	09:16:36	en	US
1351820944805920770	2021-01-20	09:16:43	en	US
1351821488110899200	2021-01-20	09:18:53	en	US
1351821622643097602	2021-01-20	09:19:25	en	US
1351821766822408193	2021-01-20	09:19:59	en	US
1351821861961822208	2021-01-20	09:20:22	en	US
1351823124933865473	2021-01-20	09:25:23	en	US
1351823254428774402	2021-01-20	09:25:54	en	US
1351824031461199874	2021-01-20	09:28:59	en	US
1351824154589339648	2021-01-20	09:29:28	en	US
1351824990459478016	2021-01-20	09:32:48	en	US
1351826698573123588	2021-01-20	09:39:35	en	US
1351827211850956800	2021-01-20	09:41:37	en	US
1351828046551007232	2021-01-20	09:44:56	en	US
1351829688180756480	2021-01-20	09:51:28	en	US
1351832325638774790	2021-01-20	10:01:56	en	US
1351833483488894977	2021-01-20	10:06:32	en	US
1351836145898954752	2021-01-20	10:17:07	en	US
1351836594953662465	2021-01-20	10:18:54	en	US
1351836627362959362	2021-01-20	10:19:02	en	US
1351836661592813568	2021-01-20	10:19:10	en	US
1351837665277186050	2021-01-20	10:23:09	en	US
1351837829085716485	2021-01-20	10:23:49	en	US
1351838522546782209	2021-01-20	10:26:34	en	US
1351839688122888192	2021-01-20	10:31:12	en	US
1351839776052133888	2021-01-20	10:31:33	en	US
1351839790967230466	2021-01-20	10:31:36	en	US
1351839797384523777	2021-01-20	10:31:38	en	US
1351839914497892352	2021-01-20	10:32:06	en	US
1351841219547181057	2021-01-20	10:37:17	en	US
1351843447251103744	2021-01-20	10:46:08	en	US
1351844096885846017	2021-01-20	10:48:43	en	US
1351844683111165952	2021-01-20	10:51:03	en	US
1351844909058297856	2021-01-20	10:51:57	en	US
1351845292119785473	2021-01-20	10:53:28	en	US
1351845299615125504	2021-01-20	10:53:30	en	US
1351845394758725632	2021-01-20	10:53:52	en	US
1351846409520164864	2021-01-20	10:57:54	en	US
1351847121729818624	2021-01-20	11:00:44	en	US
1351847594218160128	2021-01-20	11:02:37	en	US
1351847891279572992	2021-01-20	11:03:48	en	US
1351848170582470656	2021-01-20	11:04:54	en	US
1351848182611906560	2021-01-20	11:04:57	en	US
1351849344719314945	2021-01-20	11:09:34	en	US
1351849973663498241	2021-01-20	11:12:04	en	US
1351850942438768640	2021-01-20	11:15:55	en	US
1351851166053801984	2021-01-20	11:16:48	en	US
1351851495529062405	2021-01-20	11:18:07	en	US
1351851804141748225	2021-01-20	11:19:20	en	US
1351851883787395072	2021-01-20	11:19:39	en	US
1351852031900872705	2021-01-20	11:20:15	en	US
1351852605480308737	2021-01-20	11:22:32	en	US
1351853182721400832	2021-01-20	11:24:49	en	US
1351853318805598209	2021-01-20	11:25:22	en	US
1351853600083853314	2021-01-20	11:26:29	en	US
1351853774109859840	2021-01-20	11:27:10	en	US
1351854172488953857	2021-01-20	11:28:45	en	US
1351854243511033858	2021-01-20	11:29:02	en	US
1351855140920315904	2021-01-20	11:32:36	en	US
1351855989318967297	2021-01-20	11:35:58	en	US
1351856337408434177	2021-01-20	11:37:21	en	US
1351856535006113792	2021-01-20	11:38:08	en	US
1351856679093153794	2021-01-20	11:38:43	en	US
1351856928339718146	2021-01-20	11:39:42	en	US
1351856964733706241	2021-01-20	11:39:51	en	US
1351857152105787392	2021-01-20	11:40:36	en	US
1351857222624681987	2021-01-20	11:40:52	en	US
1351857348202147840	2021-01-20	11:41:22	en	US
1351857524165767169	2021-01-20	11:42:04	en	US
1351858045563805698	2021-01-20	11:44:09	en	US
1351858496791220224	2021-01-20	11:45:56	en	US
1351858546644803585	2021-01-20	11:46:08	en	US
1351858554005725186	2021-01-20	11:46:10	en	US
1351858817940783105	2021-01-20	11:47:13	en	US
1351859070412722176	2021-01-20	11:48:13	en	US
1351859288298418176	2021-01-20	11:49:05	en	US
1351859407253106690	2021-01-20	11:49:33	en	US
1351859616813113346	2021-01-20	11:50:23	en	US
1351859800632680448	2021-01-20	11:51:07	en	US
1351859962339880961	2021-01-20	11:51:46	en	US
1351860016056299520	2021-01-20	11:51:58	en	US
1351860254083002371	2021-01-20	11:52:55	en	US
1351860293543071746	2021-01-20	11:53:04	en	US
1351860425105813506	2021-01-20	11:53:36	en	US
1351860569406648327	2021-01-20	11:54:10	en	US
1351860831806484481	2021-01-20	11:55:13	en	US
1351860986089771008	2021-01-20	11:55:50	en	US
1351861622441177088	2021-01-20	11:58:21	en	US
1351862151049261058	2021-01-20	12:00:27	en	US
1351862171827888129	2021-01-20	12:00:32	en	US
1351862300370743299	2021-01-20	12:01:03	en	US
1351863427317174276	2021-01-20	12:05:32	en	US
1351863475321057285	2021-01-20	12:05:43	en	US
1351863906453450754	2021-01-20	12:07:26	en	US
1351864399439536128	2021-01-20	12:09:23	en	US
1351864726461018119	2021-01-20	12:10:41	en	US
1351865345531904004	2021-01-20	12:13:09	en	US
1351865693269086208	2021-01-20	12:14:32	en	US
1351865778824482818	2021-01-20	12:14:52	en	US
1351865960605515776	2021-01-20	12:15:36	en	US
1351866809327247367	2021-01-20	12:18:58	en	US
1351866902197506048	2021-01-20	12:19:20	en	US
1351867361918414849	2021-01-20	12:21:10	en	US
1351867451286413312	2021-01-20	12:21:31	en	US
1351868021632098305	2021-01-20	12:23:47	en	US
1351868370325565440	2021-01-20	12:25:10	en	US
1351868581009649666	2021-01-20	12:26:00	en	US
1351868867103088644	2021-01-20	12:27:09	en	US
1351869628323160071	2021-01-20	12:30:10	en	US
1351869629484969984	2021-01-20	12:30:10	en	US
1351869694047875072	2021-01-20	12:30:26	en	US
1351869998583713794	2021-01-20	12:31:38	en	US
1351870969762242560	2021-01-20	12:35:30	en	US
1351871186884562946	2021-01-20	12:36:22	en	US
1351871424135364616	2021-01-20	12:37:18	en	US
1351872122654756864	2021-01-20	12:40:05	en	US
1351872437152075780	2021-01-20	12:41:20	en	US
1351872642400268290	2021-01-20	12:42:09	en	US
1351872773598158850	2021-01-20	12:42:40	en	US
1351872819479670784	2021-01-20	12:42:51	en	US
1351872958302617600	2021-01-20	12:43:24	en	US
1351872959842033664	2021-01-20	12:43:24	en	US
1351872970625572865	2021-01-20	12:43:27	en	US
1351873055350513665	2021-01-20	12:43:47	en	US
1351873390433497088	2021-01-20	12:45:07	en	US
1351873459593347075	2021-01-20	12:45:24	en	US
1351873586764664842	2021-01-20	12:45:54	en	US
1351873703336927232	2021-01-20	12:46:22	en	US
1351873844601118720	2021-01-20	12:46:55	en	US
1351873893049511938	2021-01-20	12:47:07	en	US
1351874065225703424	2021-01-20	12:47:48	en	US
1351874316271542278	2021-01-20	12:48:48	en	US
1351874633385984000	2021-01-20	12:50:03	en	US
1351874648200380416	2021-01-20	12:50:07	en	US
1351874657545293830	2021-01-20	12:50:09	en	US
1351874702281764866	2021-01-20	12:50:20	en	US
1351874711274328068	2021-01-20	12:50:22	en	US
1351874755926876160	2021-01-20	12:50:33	en	US
1351874883312103424	2021-01-20	12:51:03	en	US
1351875092062597121	2021-01-20	12:51:53	en	US
1351875282005852162	2021-01-20	12:52:38	en	US
1351875305665933312	2021-01-20	12:52:44	en	US
1351875322883534856	2021-01-20	12:52:48	en	US
1351875855811825666	2021-01-20	12:54:55	en	US
1351875880742744065	2021-01-20	12:55:01	en	US
1351876051513843712	2021-01-20	12:55:41	en	US
1351876124872212482	2021-01-20	12:55:59	en	US
1351876540099944448	2021-01-20	12:57:38	en	US
1351876758686093312	2021-01-20	12:58:30	en	US
1351877227852521474	2021-01-20	13:00:22	en	US
1351877405544226816	2021-01-20	13:01:04	en	US
1351877541095759881	2021-01-20	13:01:37	en	US
1351878093200351233	2021-01-20	13:03:48	en	US
1351878107301617664	2021-01-20	13:03:52	en	US
1351878151153070083	2021-01-20	13:04:02	en	US
1351878275816067076	2021-01-20	13:04:32	en	US
1351878860967718913	2021-01-20	13:06:51	en	US
1351879251960750080	2021-01-20	13:08:25	en	US
1351879282130374662	2021-01-20	13:08:32	en	US
1351879299209555970	2021-01-20	13:08:36	en	US
1351879340712108032	2021-01-20	13:08:46	en	US
1351879442394705920	2021-01-20	13:09:10	en	US
1351879483066732545	2021-01-20	13:09:20	en	US
1351879744065835008	2021-01-20	13:10:22	en	US
1351880169028538369	2021-01-20	13:12:03	en	US
1351880589465579522	2021-01-20	13:13:43	en	US
1351880658860318721	2021-01-20	13:14:00	en	US
1351880678795862017	2021-01-20	13:14:05	en	US
1351881737626910721	2021-01-20	13:18:17	en	US
1351881973585768449	2021-01-20	13:19:13	en	US
1351881997107523584	2021-01-20	13:19:19	en	US
1351882130268311556	2021-01-20	13:19:51	en	US
1351882168964931585	2021-01-20	13:20:00	en	US
1351882255719919616	2021-01-20	13:20:21	en	US
1351882306424872960	2021-01-20	13:20:33	en	US
1351882387492380676	2021-01-20	13:20:52	en	US
1351882427887726596	2021-01-20	13:21:02	en	US
1351882555134500864	2021-01-20	13:21:32	en	US
1351882638340968449	2021-01-20	13:21:52	en	US
1351882645991518209	2021-01-20	13:21:54	en	US
1351882804183904259	2021-01-20	13:22:31	en	US
1351883085428625411	2021-01-20	13:23:38	en	US
1351883109315309570	2021-01-20	13:23:44	en	US
1351883459967524864	2021-01-20	13:25:08	en	US
1351883530670923778	2021-01-20	13:25:25	en	US
1351883563952705538	2021-01-20	13:25:33	en	US
1351883831381536768	2021-01-20	13:26:36	en	US
1351884196864733185	2021-01-20	13:28:03	en	US
1351884205639282689	2021-01-20	13:28:06	en	US
1351884261918466051	2021-01-20	13:28:19	en	US
1351884353433985027	2021-01-20	13:28:41	en	US
1351884510498066434	2021-01-20	13:29:18	en	US
1351884719164690435	2021-01-20	13:30:08	en	US
1351884817474977793	2021-01-20	13:30:31	en	US
1351885084610207744	2021-01-20	13:31:35	en	US
1351885241183559681	2021-01-20	13:32:12	en	US
1351885267561545733	2021-01-20	13:32:19	en	US
1351885311681433601	2021-01-20	13:32:29	en	US
1351885420410400768	2021-01-20	13:32:55	en	US
1351885683888168963	2021-01-20	13:33:58	en	US
1351885813357932544	2021-01-20	13:34:29	en	US
1351886211602931715	2021-01-20	13:36:04	en	US
1351886219072958464	2021-01-20	13:36:06	en	US
1351886814626381832	2021-01-20	13:38:28	en	US
1351886857525714947	2021-01-20	13:38:38	en	US
1351886955592744960	2021-01-20	13:39:01	en	US
1351887112593956868	2021-01-20	13:39:39	en	US
1351887407705161728	2021-01-20	13:40:49	en	US
1351887507697360902	2021-01-20	13:41:13	en	US
1351887545353822216	2021-01-20	13:41:22	en	US
1351887639125794816	2021-01-20	13:41:44	en	US
1351887647401267202	2021-01-20	13:41:46	en	US
1351887941199663104	2021-01-20	13:42:56	en	US
1351888056371073025	2021-01-20	13:43:24	en	US
1351888058132606976	2021-01-20	13:43:24	en	US
1351888073647288325	2021-01-20	13:43:28	en	US
1351888096355299328	2021-01-20	13:43:33	en	US
1351888124603985922	2021-01-20	13:43:40	en	US
1351888136423530496	2021-01-20	13:43:43	en	US
1351888140462481415	2021-01-20	13:43:44	en	US
1351888144182947846	2021-01-20	13:43:45	en	US
1351888235635630082	2021-01-20	13:44:06	en	US
1351888283429646336	2021-01-20	13:44:18	en	US
1351888312974405634	2021-01-20	13:44:25	en	US
1351888473867886592	2021-01-20	13:45:03	en	US
1351888479345549312	2021-01-20	13:45:05	en	US
1351888623889743872	2021-01-20	13:45:39	en	US
1351888706102325251	2021-01-20	13:45:59	en	US
1351889247670857730	2021-01-20	13:48:08	en	US
1351889496397271043	2021-01-20	13:49:07	en	US
1351889551153913856	2021-01-20	13:49:20	en	US
1351889708830355458	2021-01-20	13:49:58	en	US
1351889715453186049	2021-01-20	13:49:59	en	US
1351889791231602688	2021-01-20	13:50:17	en	US
1351889924786630660	2021-01-20	13:50:49	en	US
1351889928028905472	2021-01-20	13:50:50	en	US
1351890204890693633	2021-01-20	13:51:56	en	US
1351890506612031494	2021-01-20	13:53:08	en	US
1351890509095182339	2021-01-20	13:53:08	en	US
1351890557778464769	2021-01-20	13:53:20	en	US
1351890710396473344	2021-01-20	13:53:56	en	US
1351890777899675649	2021-01-20	13:54:13	en	US
1351890803140878338	2021-01-20	13:54:19	en	US
1351891387042639874	2021-01-20	13:56:38	en	US
1351891475894849541	2021-01-20	13:56:59	en	US
1351891578139389955	2021-01-20	13:57:23	en	US
1351891581507432449	2021-01-20	13:57:24	en	US
1351891663015317505	2021-01-20	13:57:44	en	US
1351891719692967937	2021-01-20	13:57:57	en	US
1351892052292808705	2021-01-20	13:59:16	en	US
1351892863932461056	2021-01-20	14:02:30	en	US
1351892917997228035	2021-01-20	14:02:43	en	US
1351892974871977987	2021-01-20	14:02:56	en	US
1351893009785380867	2021-01-20	14:03:05	en	US
1351893036918312962	2021-01-20	14:03:11	en	US
1351893205147475970	2021-01-20	14:03:51	en	US
1351893346285985792	2021-01-20	14:04:25	en	US
1351893400107233281	2021-01-20	14:04:38	en	US
1351893623567167491	2021-01-20	14:05:31	en	US
1351893779897339904	2021-01-20	14:06:08	en	US
1351893941629706244	2021-01-20	14:06:47	en	US
1351894002614890498	2021-01-20	14:07:01	en	US
1351894097343123457	2021-01-20	14:07:24	en	US
1351894260191293440	2021-01-20	14:08:03	en	US
1351894423446171649	2021-01-20	14:08:42	en	US
1351894486125842438	2021-01-20	14:08:57	en	US
1351894523190910980	2021-01-20	14:09:05	en	US
1351895016625606659	2021-01-20	14:11:03	en	US
1351895217092272128	2021-01-20	14:11:51	en	US
1351895495850029056	2021-01-20	14:12:57	en	US
1351895501113847809	2021-01-20	14:12:59	en	US
1351895865028435970	2021-01-20	14:14:25	en	US
1351895898280886273	2021-01-20	14:14:33	en	US
1351896084403146755	2021-01-20	14:15:18	en	US
1351896095719370753	2021-01-20	14:15:20	en	US
1351896259452424193	2021-01-20	14:15:59	en	US
1351896489610653696	2021-01-20	14:16:54	en	US
1351896607923568641	2021-01-20	14:17:23	en	US
1351896660301869056	2021-01-20	14:17:35	en	US
1351896661765844995	2021-01-20	14:17:35	en	US
1351896924169801730	2021-01-20	14:18:38	en	US
1351897075663908872	2021-01-20	14:19:14	en	US
1351897576518381570	2021-01-20	14:21:13	en	US
1351897789987483650	2021-01-20	14:22:04	en	US
1351897903384690690	2021-01-20	14:22:31	en	US
1351898066702327808	2021-01-20	14:23:10	en	US
1351898285531828228	2021-01-20	14:24:02	en	US
1351898420814950404	2021-01-20	14:24:35	en	US
1351898630425354240	2021-01-20	14:25:25	en	US
1351898654420959232	2021-01-20	14:25:30	en	US
1351898655813480452	2021-01-20	14:25:31	en	US
1351899036781985794	2021-01-20	14:27:02	en	US
1351899148749070339	2021-01-20	14:27:28	en	US
1351899306706530307	2021-01-20	14:28:06	en	US
1351899498851803139	2021-01-20	14:28:52	en	US
1351899558968782851	2021-01-20	14:29:06	en	US
1351899605886070784	2021-01-20	14:29:17	en	US
1351899661586481152	2021-01-20	14:29:31	en	US
1351899688908320770	2021-01-20	14:29:37	en	US
1351899705916219395	2021-01-20	14:29:41	en	US
1351899967581990913	2021-01-20	14:30:44	en	US
1351899972200001541	2021-01-20	14:30:45	en	US
1351900184276512770	2021-01-20	14:31:35	en	US
1351900228065128450	2021-01-20	14:31:46	en	US
1351900347787317248	2021-01-20	14:32:14	en	US
1351900450837114880	2021-01-20	14:32:39	en	US
1351900788877094912	2021-01-20	14:33:59	en	US
1351900906552496129	2021-01-20	14:34:27	en	US
1351900978589560833	2021-01-20	14:34:45	en	US
1351900991269040129	2021-01-20	14:34:48	en	US
1351901102694936576	2021-01-20	14:35:14	en	US
1351901303082016769	2021-01-20	14:36:02	en	US
1351901501883625477	2021-01-20	14:36:49	en	US
1351901700404219909	2021-01-20	14:37:37	en	US
1351901927559360513	2021-01-20	14:38:31	en	US
1351902109088833544	2021-01-20	14:39:14	en	US
1351902122799992832	2021-01-20	14:39:17	en	US
1351902335644147712	2021-01-20	14:40:08	en	US
1351902705590149120	2021-01-20	14:41:36	en	US
1351903070050017280	2021-01-20	14:43:03	en	US
1351903233850032130	2021-01-20	14:43:42	en	US
1351903402582712320	2021-01-20	14:44:22	en	US
1351903457343647750	2021-01-20	14:44:36	en	US
1351903746800775168	2021-01-20	14:45:45	en	US
1351903815579168768	2021-01-20	14:46:01	en	US
1351903877453512705	2021-01-20	14:46:16	en	US
1351903995149897729	2021-01-20	14:46:44	en	US
1351904058047668225	2021-01-20	14:46:59	en	US
1351904070768996353	2021-01-20	14:47:02	en	US
1351904192852586497	2021-01-20	14:47:31	en	US
1351904363279773697	2021-01-20	14:48:12	en	US
1351904379884896259	2021-01-20	14:48:15	en	US
1351904523959341059	2021-01-20	14:48:50	en	US
1351904606088003589	2021-01-20	14:49:09	en	US
1351904727492161537	2021-01-20	14:49:38	en	US
1351904786002575361	2021-01-20	14:49:52	en	US
1351904829518430208	2021-01-20	14:50:03	en	US
1351904875588833282	2021-01-20	14:50:14	en	US
1351904930538397697	2021-01-20	14:50:27	en	US
1351904967892885504	2021-01-20	14:50:36	en	US
1351905117138636802	2021-01-20	14:51:11	en	US
1351905288438349828	2021-01-20	14:51:52	en	US
1351905317299355648	2021-01-20	14:51:59	en	US
1351905388044681217	2021-01-20	14:52:16	en	US
1351905497717346306	2021-01-20	14:52:42	en	US
1351905540021092352	2021-01-20	14:52:52	en	US
1351905639442702338	2021-01-20	14:53:16	en	US
1351905831177117698	2021-01-20	14:54:02	en	US
1351905862743281667	2021-01-20	14:54:09	en	US
1351905870179954691	2021-01-20	14:54:11	en	US
1351906251257507843	2021-01-20	14:55:42	en	US
1351906666053316614	2021-01-20	14:57:21	en	US
1351907033960902664	2021-01-20	14:58:48	en	US
1351907203523993605	2021-01-20	14:59:29	en	US
1351907346339962882	2021-01-20	15:00:03	en	US
1351907555912675329	2021-01-20	15:00:53	en	US
1351907577383317506	2021-01-20	15:00:58	en	US
1351907829276356613	2021-01-20	15:01:58	en	US
1351907831344205829	2021-01-20	15:01:58	en	US
1351907887354929159	2021-01-20	15:02:12	en	US
1351908077356908546	2021-01-20	15:02:57	en	US
1351908230251782144	2021-01-20	15:03:33	en	US
1351908254029402113	2021-01-20	15:03:39	en	US
1351908267463737345	2021-01-20	15:03:42	en	US
1351908399567527936	2021-01-20	15:04:14	en	US
1351908611035959297	2021-01-20	15:05:04	en	US
1351908725783580675	2021-01-20	15:05:32	en	US
1351908830104399883	2021-01-20	15:05:57	en	US
1351909083339751427	2021-01-20	15:06:57	en	US
1351909109558353922	2021-01-20	15:07:03	en	US
1351909171420155904	2021-01-20	15:07:18	en	US
1351909234049474563	2021-01-20	15:07:33	en	US
1351909243474087943	2021-01-20	15:07:35	en	US
1351909268224663552	2021-01-20	15:07:41	en	US
1351909819444322305	2021-01-20	15:09:52	en	US
1351909841749553154	2021-01-20	15:09:58	en	US
1351909987518451714	2021-01-20	15:10:32	en	US
1351910080279547904	2021-01-20	15:10:55	en	US
1351910087271608321	2021-01-20	15:10:56	en	US
1351910122008834053	2021-01-20	15:11:05	en	US
1351910158197280770	2021-01-20	15:11:13	en	US
1351910194566070274	2021-01-20	15:11:22	en	US
1351910268599676928	2021-01-20	15:11:39	en	US
1351910629381009410	2021-01-20	15:13:05	en	US
