favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
4,Twitter for iPhone,b'\xf0\x9f\x94\xb4 Ja ha comen\xc3\xa7at el proc\xc3\xa9s de vacunaci\xc3\xb3 contra la Covid-19 a Andorra. Les primeres persones a rebre-la han estat un\xe2\x80\xa6 https://t.co/i71XcJOtjA',,False,Wed Jan 20 10:38:53 +0000 2021,0,b'1351841624519815169'
