created_at	text	in_reply_to_screen_name	retweet_count	favorite_count	source	id_str
Wed Jan 20 23:20:51 +0000 2021	Want to know what the @AmerMedicalAssn  is doing for patients and physicians? Read my colleague's article below. Dr… 		1	9	Twitter for Android	1352033378644721668
Wed Jan 20 06:05:38 +0000 2021	The Governor in New Mexico refuses to listen to anybody. Look at California and Florida... 		7	19	Twitter for Android	1351772855235731456
Wed Jan 20 22:44:12 +0000 2021	My gosh, is that a mask I see? It appears we have a POTUS who actually gives a S##T folks. #COVID19 #Biden 		0	1	Twitter for iPhone	1352024152908021760
Wed Jan 20 18:47:59 +0000 2021	Damn 		0	0	Twitter for iPhone	1351964708753059848
Wed Jan 20 20:59:00 +0000 2021	You are right , there are 43 registered clinical trials for ivermectin and COVID , only one is in the US.… 		0	1	Twitter for iPhone	1351997679111385091
Wed Jan 20 20:45:43 +0000 2021	Just in time for those brand new lockdowns and the dark winter he promised! 		0	1	Twitter for iPhone	1351994338365071363
Wed Jan 20 07:48:58 +0000 2021	The #pandemic isn't over yet. 		0	0	Twitter for Android	1351798863116423169
Wed Jan 20 12:31:38 +0000 2021	Feeling this strongly this morning at the gym. Got lots of eye rolls when I corrected people yesterday. It took eve… 		0	6	Twitter for iPhone	1351869998583713794
Wed Jan 20 17:44:36 +0000 2021	Just waiting for all the deaths from COVID-19 to be blamed on Biden. 		0	1	Twitter for iPhone	1351948758041448451
Wed Jan 20 22:02:12 +0000 2021	Are you a #StarTrek Fan?  If you are tricorders are not that far behind!!  Amazing to see the innovation being spur… 		0	1	Twitter for iPhone	1352013582901379073
Wed Jan 20 07:34:03 +0000 2021	What a powerful moment. So moved, the words and the visual ping right to the heart. 		0	3	Twitter for iPhone	1351795107725410305
Thu Jan 21 04:30:46 +0000 2021	AMEN 		0	0	Twitter for iPhone	1352111369504641025
Wed Jan 20 21:03:37 +0000 2021	"i feel like we went from saying ""due to the coronavirus"" to ""due to corona"" to ""due to covid"" to ""due to the pandem… "		0	3	Twitter for iPhone	1351998843378933760
Thu Jan 21 02:26:26 +0000 2021	It was very short. 		0	0	Twitter for Android	1352080079946473476
Wed Jan 20 22:05:18 +0000 2021	Bring the bubble back 		0	0	Twitter for iPhone	1352014363037675524
Wed Jan 20 23:16:35 +0000 2021	COVID-19 update @ New York County, New York 		0	0	Instagram	1352032303254532102
Thu Jan 21 02:00:43 +0000 2021	GO BACK TO THE BUBBLE, or just cancel the season. ‍ 		0	5	Twitter for iPhone	1352073609339015168
Thu Jan 21 00:32:00 +0000 2021	White-tailed deer (and presumably other cervids can be infected with and spread SARS-COV-2. 		0	1	Twitter for Android	1352051282291384321
Wed Jan 20 13:43:28 +0000 2021	And there is is, he calls #COVID19 “a horrible, horrible thing.” He also warns Americans to be careful.	TonyAtkinsTV	0	1	Twitter for iPhone	1351888073647288325
Wed Jan 20 22:31:15 +0000 2021	These stories crush me every time.  		0	0	Twitter for iPhone	1352020895108378624
Thu Jan 21 00:19:40 +0000 2021	Feeling patriotic and hopeful on #Inauguration2021?It’s a topic I’ve written about in my recent book about the Pe… 		0	0	Twitter for iPhone	1352048181098369025
Wed Jan 20 21:36:55 +0000 2021	Catch the last line in this clip!   		0	3	Twitter for iPhone	1352007224005177345
Wed Jan 20 05:25:24 +0000 2021	Wonder makes us. @UAZScience @uazresearch @uarizona 		0	5	Twitter for iPhone	1351762730882002944
Thu Jan 21 03:31:09 +0000 2021	@BeckyBunzy I did the same thing last night(1am, but in cool water to bring down my Covid-19 related 102.5° temperature. It helped.	BeckyBunzy	0	2	Twitter for Android	1352096369465503746
Wed Jan 20 15:58:42 +0000 2021	That’s our own Ms. Weddington! Many Sandersville teachers and staff have already received their first round of vacc… 		2	6	Twitter for iPhone	1351922105101778949
Wed Jan 20 17:17:08 +0000 2021	I feel so much relief right now 		1	4	Twitter for iPhone	1351941844486131713
Wed Jan 20 19:40:33 +0000 2021	Welcome @DavidAKesslerMD @vivek_murthy and the new @JoeBiden @Transition46 COVID-19 Advisory Board! No one is safe… 		0	1	Twitter for iPhone	1351977937625522177
Wed Jan 20 14:11:51 +0000 2021	The mask mandate will apply to when ever you are on federal property.  The right will go cray cray with this concep… 		1	2	Twitter for Android	1351895217092272128
Wed Jan 20 05:42:48 +0000 2021	@QuinHillyer @MeghanMcCain I don't care what anyone says if it wasn't for Covid-19 his presidency would have been a success	QuinHillyer	0	0	Twitter for Android	1351767112382087173
Thu Jan 21 04:55:11 +0000 2021	We found a Wellness Breakthrough and used it to lose no one in 2O20 and we have info in this book which  proves tha… 		0	0	Twitter for Android	1352117516559118336
Wed Jan 20 17:46:21 +0000 2021	STRETCH ‍Check out the full post   #training #stretchyourself #flexible… 		0	1	Twitter for iPhone	1351949200087506953
Wed Jan 20 12:26:00 +0000 2021	lmfao? 		0	1	Twitter for iPhone	1351868581009649666
Wed Jan 20 21:18:48 +0000 2021	Parents with teens, don’t miss this important @accessfreely livestream event on mental health in the COVID era. 		2	3	Twitter for iPhone	1352002662322089985
Wed Jan 20 16:32:30 +0000 2021	As a medical professional, my concern of the podium/mic sharing during this inauguration concerns me just because I… 		0	1	Twitter for iPhone	1351930615038357511
Wed Jan 20 21:42:46 +0000 2021	MY MOM WAS VACCINATED TODAY! She is  &gt;65 &amp; has high risk health conditions that put her at an elevated risk for com… 		0	10	Twitter for iPhone	1352008695677386755
Wed Jan 20 22:48:04 +0000 2021	Faculty have a few tricks up their sleeves to make online instruction in the time of COVID-19 fun, formative and fa… 		2	6	Sprout Social	1352025128725585924
Wed Jan 20 20:04:50 +0000 2021	@JoeBiden My COVID-19 relief funds. Best investment in over 60 years. Thank you @POTUS. 	JoeBiden	0	0	Twitter for Android	1351984047665287168
Wed Jan 20 22:24:13 +0000 2021	@BillyCrystal Because Dolly Parton helped fund the Moderna vaccine, I call it the “Dolly Shot.” It makes me feel be… 	BillyCrystal	1	19	Twitter for iPhone	1352019124919164929
Wed Jan 20 11:38:08 +0000 2021	It’s gonna be a busy day today trying to get things back in order. In fact, it’s going to be a busy 4 years.  		1	3	Twitter for iPhone	1351856535006113792
Wed Jan 20 13:40:49 +0000 2021	"""As bad as the pandemic was...."" -. DJT. It's worse than ever. #COVID19"		0	24	Twitter for Android	1351887407705161728
Wed Jan 20 21:17:55 +0000 2021	Great, I’m part of the 700 who has COVID on the waterfront ‍ 		0	0	Twitter for iPhone	1352002442494242817
Wed Jan 20 22:01:31 +0000 2021	About time the private sector gets involved 		0	0	Twitter for iPhone	1352013413208080384
Wed Jan 20 13:41:46 +0000 2021	Head to montrose! We are In a pandemic they act like it’s 2019! 		0	0	Twitter for iPhone	1351887647401267202
Thu Jan 21 00:44:15 +0000 2021	@jayrosen_nyu @nbeaudrot Case-in-point: the Trump Administration’s COVID19 task force briefings were somewhat usefu… 	jayrosen_nyu	0	10	Twitter for iPhone	1352054365385854981
Wed Jan 20 05:33:11 +0000 2021	Well Good bye 45 you stress test the heck out of this country. History  will judge you as the worst president along… 		0	1	Twitter for Android	1351764692482617347
Wed Jan 20 17:00:21 +0000 2021	My MIL lost her battle with #COVID19 early this morning after 2 long weeks in the #icu Today my husband, a reside… 		0	13	Twitter for iPhone	1351937622327742466
Wed Jan 20 09:39:35 +0000 2021	COVID-19 update @ Queens, New York 		0	0	Instagram	1351826698573123588
Wed Jan 20 20:28:32 +0000 2021	distribution as we continue as a nation to battle the COVID-19 pandemic. On a fun note, it was wonderful to see one… 	clarkfornorman	2	37	Twitter for iPhone	1351990014482198530
Wed Jan 20 15:27:14 +0000 2021	Next phases of COVID-19 vaccine rollout stalled in Montgomery Co. due to low supply - WTOP 		0	0	Twitter for iPhone	1351914190378831878
Wed Jan 20 21:19:50 +0000 2021	Wow even the sponsors of the Weaponized Coronavirus knows that global cooling has been initiated by that big yellow… 		7	7	Twitter for iPhone	1352002924038086656
Wed Jan 20 21:36:59 +0000 2021	3/3 We will provide updates on vaccine supply and priority populations as new information becomes available. … 	mnhealth	3	8	Twitter for Android	1352007239050080263
Thu Jan 21 04:14:52 +0000 2021	None of this was actually proven. This is called fear mongering. And should be illegal. 		0	3	Twitter for iPhone	1352107367761027073
Wed Jan 20 20:02:32 +0000 2021	@yenedamtew New plan... time Covid-19 vaccination with a much-needed hair appointment. I’ve dubbed you the “Mis-TRESS of Hair Bounce.” ‍	yenedamtew	0	2	Twitter for iPhone	1351983471900680193
Wed Jan 20 16:32:42 +0000 2021	“Do you mind if I vaccinate?” 		0	0	Twitter for iPhone	1351930661838467079
Thu Jan 21 03:24:18 +0000 2021	Just shy of 36 hrs since my 2nd dose of the Pfizer Covid-19 vaccine. Have been alternating anti-inflammatories sinc… 		0	1	Twitter for iPhone	1352094644763561985
Wed Jan 20 09:16:43 +0000 2021	Biotech launches human trials of potential ‘backstop’ for Covid-19 vaccines		0	0	Twitter for Android	1351820944805920770
Thu Jan 21 00:26:54 +0000 2021	"So...  We IGNORE COVID-19 OUT BREAK....  For ""DEMOCRAT PROTESTS"" ( RIOTS  &amp; ILLEGAL IMMIGRANTS Coming into USA wit… "		0	1	Twitter for Android	1352049999107002374
Wed Jan 20 13:20:52 +0000 2021	Everyone please watch. This is why. God bless Charlie Mr. @esglaude 		0	0	Twitter for Android	1351882387492380676
Wed Jan 20 14:04:38 +0000 2021	Good morning i guest when you are mad you're mad running out of house the white house i hope Clorox Company going i… 		0	0	Twitter for Android	1351893400107233281
Wed Jan 20 20:04:53 +0000 2021	"#WayOfHealingCoronaForLife""Corona-virus is from the minor chastisement before the major chastisement so they may t… "		1	1	Twitter for Android	1351984060512542721
Wed Jan 20 22:09:43 +0000 2021	Shot #2. Thanks #science!Let’s all get our shot  to combat this  #COVID19 #CovidVaccinations #VaccinesWork… 		0	6	Twitter for iPhone	1352015475451035653
Wed Jan 20 14:47:02 +0000 2021	"""This pandemic put a spotlight on the precarity &amp; unmet needs of older adults living alone with cognitive impairmen… "		0	2	Sprout Social	1351904070768996353
Wed Jan 20 21:46:58 +0000 2021	Another example when science fights misinformation. Thanks @JasonSalemi 		1	11	Twitter for iPhone	1352009751803125762
Wed Jan 20 23:28:14 +0000 2021	BREAKING: @GovLauraKelly to announce tomorrow #KS will move to “Phase 2” of vaccine distribution. That includes 65… 		0	8	Twitter for iPhone	1352035236478152710
Thu Jan 21 04:28:26 +0000 2021	.@amazon we are offering to help with the vaccine distribution!  #COVID19 #COVIDVaccination		0	0	Twitter for iPad	1352110782448746498
Thu Jan 21 01:20:31 +0000 2021	Tomorrow’s game against Westwood has been canceled due to COVID-19 protocols.		1	1	Twitter for iPhone	1352063494846353408
Wed Jan 20 14:46:16 +0000 2021	Time to get to work. @henrymcmaster 		0	0	Twitter for Android	1351903877453512705
Thu Jan 21 03:05:04 +0000 2021	Just In: 		2	15	Twitter for iPhone	1352089802536079363
Wed Jan 20 20:14:09 +0000 2021	"#WayOfHealingCoronaForLife""..Coronavirus, Announcing time of its end to all the worlds""Imam Mahdi Nasser Mohammad… "		5	6	Twitter for Android	1351986393078259712
Wed Jan 20 13:51:56 +0000 2021	Took so long to book appts for my mom &amp;Oscar using 51 step questionnaire over &amp;over. Both of them had given up. I f… 		0	1	Twitter for iPhone	1351890204890693633
Thu Jan 21 02:57:39 +0000 2021	Geraldo has lost his mind! 		0	0	Twitter for Android	1352087937379426305
Thu Jan 21 03:12:51 +0000 2021	@VickieZisman @Monstercoyliar @100Dianne @FrankDElia7 @mimetic_ @mcfunny @barryjohnreid21 @HaircutSpock @JaneEOpie… 	VickieZisman	0	4	Twitter for iPhone	1352091761733038080
Wed Jan 20 20:54:16 +0000 2021	“For those who are wondering, yes there has been a deep clean of the White House, as the previous occupants did not… 		0	5	Twitter for iPhone	1351996489417986050
Thu Jan 21 01:24:07 +0000 2021	Kinda like the common cold 		0	0	Twitter for iPhone	1352064399536697346
Wed Jan 20 20:09:10 +0000 2021	Read the full letter Amazon sent to Biden offering to help with Covid-19 vaccines 		0	1	Twitter for Android	1351985139446738946
Wed Jan 20 18:55:06 +0000 2021	Let’s deal with this crisis together #PresidentJoeBiden #KamalaHarris #COVID19 #USA #AllAmerican #TogetherWeCan #StayHome #WearAMask		0	0	Twitter for iPhone	1351966500626735106
Wed Jan 20 06:15:54 +0000 2021	How the fuck are 400,000 COVID-19 deaths in the US not absolutely terrifying and humbling? Y’all are sociopathic narcissists.	spicywig	0	8	Twitter for iPhone	1351775439916699649
Thu Jan 21 01:07:19 +0000 2021	Thankful to comment to @azcentral re potential #BidenAdministration #COVID19 approach. Hopeful for focus on… 		3	5	Twitter for iPhone	1352060171544002560
Wed Jan 20 05:14:22 +0000 2021	I dare anyone to step up and help people like Dave and the donators .  where is democrats and republicans??? Where… 		0	1	Twitter for iPhone	1351759955330789377
Wed Jan 20 21:03:25 +0000 2021	200K+ #Google searches 4 Roy Blunt 4h old   #Washington  7:22  17:… 		0	0	trendsmetadata	1351998791730290693
Thu Jan 21 00:37:42 +0000 2021	Sharing experiences in our MS Community help make us all stronger! You've heard me share some of my lowest points,… 		1	10	Twitter for Android	1352052719398346754
Wed Jan 20 20:36:16 +0000 2021	USF at Wichita State on Wednesday has been postponed due to COVID-19 protocols within the USF program. Back to back… 		2	1	Twitter for iPhone	1351991958080790533
Thu Jan 21 02:51:04 +0000 2021	This is strange and new  Why did we never think of this before? 		0	0	Twitter for Android	1352086278930649093
Wed Jan 20 14:52:42 +0000 2021	Shut yo bitch ass up 		0	2	Twitter for iPhone	1351905497717346306
Wed Jan 20 22:14:08 +0000 2021	Thank you to New Life Worship Center in Lexington, NC and Steve from Raleigh (a friend of one of our excellent APPs… 		0	3	Twitter for iPhone	1352016588774510600
Wed Jan 20 22:53:38 +0000 2021	@mauramcdermott @NYCMayor @Gothamist According to @nycHealthy: yes 	mauramcdermott	0	0	Twitter for iPhone	1352026527865724931
Thu Jan 21 03:34:53 +0000 2021	Fight the vaccine. NOBODY NEEDS THIS VACCINE. 		0	0	Twitter for Android	1352097307785900033
Thu Jan 21 02:54:29 +0000 2021	I see what you did there. 		0	2	Twitter for iPhone	1352087140826492928
Wed Jan 20 13:53:08 +0000 2021	@christianism @sfgov @LondonBreed Sorry pal.  —————-&gt;  we will notify you when Phase 1B Tier 1 is eligible for th… 	christianism	0	0	Twitter for iPhone	1351890506612031494
Wed Jan 20 15:13:05 +0000 2021	Happening now: Thomson Reuters Foundation panel on the impact of COVID-19 on journalistic practices and media freed… 		1	3	Twitter for iPhone	1351910629381009410
Wed Jan 20 14:21:13 +0000 2021	Per the State Medical Director, our staff are being trained on #vaccine administration in case we are called upon t… 		2	17	Twitter for iPhone	1351897576518381570
Thu Jan 21 03:00:55 +0000 2021	Nigga what 		2	2	Twitter for iPhone	1352088761337749505
Thu Jan 21 04:40:47 +0000 2021	@GOPLeader Such bull. You and your ilk ruined our country, divided America, tortured children, left Covid19 patient… 	GOPLeader	0	0	Twitter for iPhone	1352113892537884673
Wed Jan 20 19:29:11 +0000 2021	Trump is out and corona is...improving?? Makes sense. 		1	3	Twitter for iPhone	1351975076917338121
Wed Jan 20 23:06:20 +0000 2021	@GovRonDeSantisWhat's All The Big Talk About #Vaccine Numbers Coming In Knowing All You Continue To Do Is Lie Abo… 	BustedCherries	0	0	Twitter for Android	1352029723166187520
Thu Jan 21 02:46:24 +0000 2021	Exciting development! I had a great time chatting with @JasonGrill on the @GrillNationShow last week. You can also… 		1	4	Twitter for iPhone	1352085104932364295
Thu Jan 21 00:42:38 +0000 2021	Exciting news for the future of @USDOL!  Very smart person who does awesome work in a great role! Check out… 		11	54	Twitter for iPhone	1352053959339466753
Wed Jan 20 19:21:22 +0000 2021	If passed, the American Workforce Rescue Act would put money in working families' pockets, invest in states &amp; local… 		0	0	Twitter for iPhone	1351973111571361796
Wed Jan 20 14:08:42 +0000 2021	Had a dream that I got a COVID-19 vaccine last night and the last time I was this jealous of dream me, Adam Driver was involved 		0	1	Twitter for iPhone	1351894423446171649
Wed Jan 20 20:00:12 +0000 2021	#WayOfHealingCoronaForLifeCoronavirus, Announcing time of its end to all the worlds..Imam Mahdi Nasser Mohammad… 		4	4	Twitter for Android	1351982880902295556
Wed Jan 20 05:30:12 +0000 2021	@PeteStauber Yep. You the common sense representative who voted against Covid19 relief and against our democracy. Fool.	PeteStauber	0	0	Twitter for iPhone	1351763937881161728
Wed Jan 20 10:48:43 +0000 2021	Environment America: 64 Mayors Press Congress to Include Clean Energy Tax Incentives in COVID-19 Recovery 		0	2	Twitter for iPhone	1351844096885846017
Thu Jan 21 01:59:33 +0000 2021	@VickieZisman @FrankDElia7 @mimetic_ @mcfunny @barryjohnreid21 @HaircutSpock @JaneEOpie @HPVSideEffects @dad_liams… 	VickieZisman	0	2	Twitter for iPhone	1352073317528715272
Wed Jan 20 12:14:52 +0000 2021	“With every life lost, there are heartbroken family members, friends, colleagues, and communities devastated by los… 		0	2	Twitter for iPhone	1351865778824482818
Thu Jan 21 00:34:20 +0000 2021	She looks kinda like the @ScandalABC WH Comms girl who claimed to sleep with Fitz. @shondarhimes @kerrywashington… 		0	0	Twitter for Android	1352051872098611201
Wed Jan 20 08:15:40 +0000 2021	@bristoltrucker @OmarJimenez In October CDC did say that Covid-19 is ALSO airborne when smaller droplets called aer… 	bristoltrucker	0	0	Twitter for iPhone	1351805582752309254
Wed Jan 20 13:04:32 +0000 2021	A freah start for our nation. 		0	0	Twitter for Android	1351878275816067076
Wed Jan 20 20:34:15 +0000 2021	Special thanks to @GovRonDeSantis for making this possible with the help of  this great group of sons, daughters an… 		18	68	Twitter for iPhone	1351991451723378694
Wed Jan 20 12:15:36 +0000 2021	Thank you very little  @GregAbbott_TX  and your #COVIDIOT supporters.   #COVID19 		0	0	Twitter for Android	1351865960605515776
Wed Jan 20 20:45:53 +0000 2021	Promises were made. Time is ticking. 		0	0	Twitter for Android	1351994377162383361
Wed Jan 20 17:13:01 +0000 2021	Congratulations to @POTUS and @VP. Together, there is nothing we can’t do as one America. Together, with tested lea… 		0	0	Twitter for iPhone	1351940811093643264
Wed Jan 20 06:13:04 +0000 2021	@manifestoevrydy @michaelbierut The 400 lights represent the 400,000 dead in the US from COVID-19	manifestoevrydy	0	4	Twitter for iPhone	1351774728231424001
Wed Jan 20 21:36:15 +0000 2021	Coronavirus coverage: State’s positivity rate rises slightly to 6.29% 		0	0	Twitter for iPhone	1352007052709781505
Thu Jan 21 03:15:30 +0000 2021	10 years from now, we’re going to look back on all this footage of people wearing masks everywhere with nostalgia.… 		0	3	Twitter for iPhone	1352092429479006208
Wed Jan 20 10:32:06 +0000 2021	My arm is still sore from the #Moderna shot. #COVID19 		0	4	Twitter for iPhone	1351839914497892352
Wed Jan 20 16:25:53 +0000 2021	Remarkable view of the National Mall as the #Inauguration begins.No members of the public.Tons of National Guar… 	TaylorPopielarz	4	13	Twitter for iPhone	1351928948293251072
Wed Jan 20 22:05:37 +0000 2021	Boy's soccer tryouts will be held Mon., Jan. 25th, in Fred Kelly 3:00-4:45. Please visit  wh… 		1	3	Twitter for iPhone	1352014445325680643
Thu Jan 21 04:32:58 +0000 2021	Excellent service for our rise and grinding marvelous job @POTUS45 bible hindsight some times Resting on the ropes… 		0	0	Twitter for iPhone	1352111925736341505
Wed Jan 20 19:56:01 +0000 2021	Today's COVID-19 report card. 		0	1	Twitter for Android	1351981829801312258
Wed Jan 20 13:41:22 +0000 2021	Hello, Nurse CoCo here. I’m really happy to report that all of my humans are recovered from that nasty Coronavirus… 		0	1	Twitter for iPhone	1351887545353822216
Wed Jan 20 14:31:46 +0000 2021	We’re so fucked... 		0	2	Twitter for iPhone	1351900228065128450
Thu Jan 21 01:31:10 +0000 2021	What is going on here? She didn't lie, she didn't tell at any reporters and she wasn't a condescending bitch. Is th… 		0	0	Twitter for Android	1352066171806343172
Wed Jan 20 07:35:00 +0000 2021	 @DoeBoyOfficial @taykeith - COVID-19  (ANGEL WHITEHEAVEN’S CHOPPED &amp; SCREWED REMIX VERSION 2… 		1	1	Twitter for iPhone	1351795347635449857
Wed Jan 20 20:16:21 +0000 2021	Who is the judge ? 		0	0	Twitter for Android	1351986945363099649
Wed Jan 20 19:04:30 +0000 2021	Awesome news!! 		0	0	Twitter for iPhone	1351968866889560064
Thu Jan 21 04:49:25 +0000 2021	@davidalancrow I remember a guy telling me just that over a beer, so I gave Trump a chance and watched him in a Cov… 	davidalancrow	0	1	Twitter for Android	1352116066172989444
Wed Jan 20 17:53:21 +0000 2021	God Help us from these Communist! 		3	5	Twitter for iPhone	1351950959832829959
Wed Jan 20 23:36:54 +0000 2021	Executive Order (undoing 45’s shit goodness  		0	2	Twitter for iPhone	1352037419047030788
Thu Jan 21 02:01:17 +0000 2021	@USPS @nalc USPS employees more veterans and mail carriers go to every home around the United States. They are read… 	USPS	0	0	Twitter for iPhone	1352073752910188547
Wed Jan 20 18:41:53 +0000 2021	From this moment on all new covid-19 deaths are @POTUS @JoeBiden's fault. He murdered them.		0	1	Twitter for Android	1351963175210553344
Wed Jan 20 23:44:20 +0000 2021	"@toriamos ""We had Gold Dust in our hands""   and sounds Pull me back down Another… "	toriamos	0	0	Twitter for iPhone	1352039286762328064
Thu Jan 21 02:23:08 +0000 2021	R u a funkin moran  lowered taxes built a wall kept out illegals living off welfare lowered unemployment lowest in… 		0	0	Twitter for Android	1352079251869106176
Wed Jan 20 14:39:14 +0000 2021	Fumigated well please 		0	0	Twitter for Android	1351902109088833544
Wed Jan 20 09:16:36 +0000 2021	18 family members get COVID-19 after holiday gathering in Pennsylvania  via @nypost		0	0	Twitter for iPhone	1351820916028809216
Wed Jan 20 13:38:38 +0000 2021	Why is @GovMikeDeWine’s office using inaccessible fonts to say where the testing is? Surely someone in his office k… 		0	0	Twitter for iPhone	1351886857525714947
Wed Jan 20 12:45:07 +0000 2021	How ironic is that? Knowing that the guy who indirectly caused 400k COVID-19 deaths leave office today. 		0	0	Twitter for iPhone	1351873390433497088
Wed Jan 20 11:18:07 +0000 2021	We need a US News &amp; World report hospital rating system where the only criteria are adherence to IDSA guidelines an… 		1	3	Twitter for iPhone	1351851495529062405
Wed Jan 20 09:07:07 +0000 2021	My God.She’s like Mommy Dearest on steroids. I hope someone can save this child. This is so sad. 		0	0	Twitter for iPhone	1351818529054584834
Wed Jan 20 06:41:10 +0000 2021	Dude, if you follow her on Tiktok, you’ll know that this is only a taste of what Kellyanne does to her.... girl is… 		0	1	Twitter for iPhone	1351781800549511168
Wed Jan 20 14:53:16 +0000 2021	The board is now discussing their second agenda item, whether to continue emergency health directives in the county… 	EmmaNBCMT	0	4	Twitter for iPhone	1351905639442702338
Wed Jan 20 17:20:05 +0000 2021	Non inauguration news—Shelby Co. Health Dept. Director can’t give exact date about when people 65+ can get #COVID19… 		0	0	Twitter for iPhone	1351942588740329480
Wed Jan 20 22:16:38 +0000 2021	Piedmont Healthcare opens #iBuckhead clinic for recovered but symptomatic COVID-19 patients  via @NorthsideNbr		0	1	Twitter for Android	1352017217362255872
Wed Jan 20 20:11:48 +0000 2021	Interview got re-scheduled so back on @NYGovCuomo call before my next interview at 30p.Cuomo just said there ar… 		1	4	Twitter for iPhone	1351985800582492166
Thu Jan 21 02:21:39 +0000 2021	Weekly update of our count of NELA #COVID19 cases and resources:As of Jan. 2⃣0⃣ the cumulative total of confirm… 		3	1	Twitter for iPhone	1352078876336246786
Thu Jan 21 04:10:06 +0000 2021	YouTube!. This book proves that we have crushed COVID19.  		0	0	Twitter for Android	1352106169624629251
Wed Jan 20 20:19:26 +0000 2021	Wonderful news. Now 100m in 100 days seems possible. 		1	3	Twitter for iPhone	1351987722500538370
Wed Jan 20 12:48:48 +0000 2021	A barrier for some seeking the shot: Healthcare group uses credit company to verify identity before vaccination. 		0	0	Twitter for iPhone	1351874316271542278
Wed Jan 20 19:29:30 +0000 2021	If you think the COVID-19 vaccine will change your DNA, you should see it as an opportunity #COVIDVaccineFacts		0	1	Twitter for iPhone	1351975156005154818
Wed Jan 20 11:41:22 +0000 2021	This will delight those teeming hordes of people willing to risk their lives to see Iowa one last time. 		0	2	Twitter for iPhone	1351857348202147840
Wed Jan 20 23:52:23 +0000 2021	Thanks to @SecMandyCohen for coming on today and discussing #covid19 and the vaccine. Listen to today’s replay to h… 		0	2	Twitter for iPhone	1352041312552431617
Thu Jan 21 02:59:06 +0000 2021	That’s horrible. 		0	0	Twitter for iPhone	1352088301965074432
Wed Jan 20 13:44:18 +0000 2021	Why didn’t Trump have “great love” for #COVID19 victims while he was in office? 400,000 people have passed due to C… 		0	0	Twitter for iPhone	1351888283429646336
Thu Jan 21 01:30:04 +0000 2021	Bahahaha he ain’t ready for the hypocrisy that’s about to his his ass... 		0	1	Twitter for iPhone	1352065894478917632
Wed Jan 20 14:51:52 +0000 2021	Celebration Church - Kenner Campus is open today, January 20, 2021 for FREE COVID-19 testing from 9 a.m. - 1 p.m.… 		0	0	Twitter for iPhone	1351905288438349828
Thu Jan 21 02:54:44 +0000 2021	@ABC Thousands of people died today from #COVID19 under @JoeBiden watch!!!!    While he’s just having a good ole time ..  #impeachbiden2021	ABC	1	3	Twitter for iPhone	1352087203770470400
Thu Jan 21 04:35:01 +0000 2021	Happening now! 		0	1	Twitter for iPhone	1352112439555342338
Wed Jan 20 18:44:08 +0000 2021	As a victim of covid-19 you just don't know how serious this is when you have underlined conditions everybody in Co… 		0	0	Twitter for Android	1351963740107919360
Wed Jan 20 13:53:20 +0000 2021	Breaking News Fadzai Mahere has tested positive for Coronavirus after being thrown in jail for a non existent law… 		1	5	Twitter for iPhone	1351890557778464769
Wed Jan 20 15:00:58 +0000 2021	Okay new #conspiracytheory #trump failed to deal with #COVID19 seriously because he wanted the #InaugurationDay c… 		0	1	Twitter for iPad	1351907577383317506
Wed Jan 20 17:36:25 +0000 2021	This is truly breathtaking 		0	0	Twitter for iPhone	1351946698885574663
Wed Jan 20 23:02:11 +0000 2021	Princeton researchers study the many impacts of COVID-19 		0	1	Twitter for iPhone	1352028678776086528
Wed Jan 20 13:04:02 +0000 2021	Here is more information to consider for breast-feeding and pregnant patients!   I will be excited when we get more… 		0	0	Twitter for iPhone	1351878151153070083
Wed Jan 20 06:38:25 +0000 2021	Threa pandemic and gender inequality 		0	0	Twitter for Android	1351781105163243521
Thu Jan 21 01:46:44 +0000 2021	One year ago today we announced the 1st COVID-19 case in the United States. Today we are at 24, 403,070 cases (1 in… 		0	1	Twitter for iPhone	1352070090834006016
Wed Jan 20 14:29:37 +0000 2021	Well that’s suspicious?!?!? 		0	1	Twitter for iPhone	1351899688908320770
Wed Jan 20 18:05:05 +0000 2021	1/ I spoke with @newrepublic’s @m_scribe about @POTUS’s plans for coronavirus vaccine rollout: 		28	99	Twitter for iPhone	1351953912237088776
Thu Jan 21 03:09:32 +0000 2021	Our early childhood program will temporarily go virtual this year in response to the COVID-19 closuresRegistrati… 		0	0	Twitter for iPhone	1352090928610066435
Wed Jan 20 16:14:08 +0000 2021	Trump leaves America with three million fewer jobs than when he came to office 		0	0	Twitter for iPhone	1351925990478520328
Wed Jan 20 21:44:33 +0000 2021	Do not forgive and do not forget. We lost over 400k lives to ignorance and let's call it what the disease is: Covid… 		0	3	Twitter for Android	1352009142899150848
Wed Jan 20 13:08:36 +0000 2021	Officially UTD with my COVID vaccinations! #COVID19 #vaccine 		0	2	Twitter for iPhone	1351879299209555970
Wed Jan 20 11:12:04 +0000 2021	@abyss53 @MikeyNog @spideygirl01 We knew it would happen again in 2016 65,489,409 Voted to prevent it but Putin Pup… 	abyss53	0	1	Twitter for Android	1351849973663498241
Wed Jan 20 23:08:39 +0000 2021	COVID-19 has changed the world... and the focus for projects in Mr. Rickard’s Engineering classes this year. Shouto… 		4	29	Twitter for iPhone	1352030306593873923
