created_at	text	in_reply_to_screen_name	retweet_count	favorite_count	source	id_str
Thu Jan 21 02:50:06 +0000 2021	The US Has so many COVID-19 cases the Statues of Liberty looks like it has a Herpes Bump on her lip.		0	0	Twitter for iPhone	1352086037636542464
Wed Jan 20 22:02:36 +0000 2021	Means 70% can still get infected. What is R0 at 30% ? 		0	0	Twitter for iPhone	1352013686152458240
Wed Jan 20 14:02:56 +0000 2021	GOOD! Stop flying if it isn’t essential! When I came home from  in Sept (I had to, my visa expired no one even a… 		0	2	Twitter for iPhone	1351892974871977987
Thu Jan 21 03:02:45 +0000 2021	Ted! “...after four years of a loud and splashy presidency, that there can be comfort — inspiration, even — in the… 		0	0	Twitter for iPhone	1352089221268267013
Wed Jan 20 14:25:30 +0000 2021	UPDATE: Volusia’s Vaccination appointments are now full 		2	0	Twitter for iPhone	1351898654420959232
Wed Jan 20 18:34:05 +0000 2021	I’m pretty sure Garth Brooks had a very recent negative covid-19 test and quarantined properly before today.		0	0	Twitter for iPhone	1351961212045680640
Thu Jan 21 03:18:18 +0000 2021	This is telling. Let’s keep it going. 		0	0	Twitter for iPhone	1352093136135352321
Wed Jan 20 23:43:37 +0000 2021	Nice, better than a basketball court. Plus guys worked during the tragic months of fake virus. LOL. God forbid, work 		0	0	Twitter for iPhone	1352039105685839872
Wed Jan 20 14:36:49 +0000 2021	Bidens's first day after 45's shit show  		1	9	Twitter for Android	1351901501883625477
Wed Jan 20 18:26:01 +0000 2021	Cheers to all of us that made it through the last administration. Sympathies &amp; peaceful thoughts to those that did… 		0	0	Twitter for Android	1351959179829899266
Wed Jan 20 22:26:50 +0000 2021	While some businesses struggled or went under last year b/c of Covid, lobbying firms in D.C. had a banner year. The… 		0	1	Twitter for Android	1352019785740144642
Wed Jan 20 17:52:18 +0000 2021	Four years of #gop’s greedy, mean &amp; foulness.   We are now back to leaders with a heart, education and a proven s… 		1	1	Twitter for iPhone	1351950694597750788
Wed Jan 20 22:20:49 +0000 2021	With Biden now in office they are changing the testing so that we will see a decline in covid-19 cases. 		0	0	Twitter for Android	1352018271902420992
Thu Jan 21 04:58:39 +0000 2021	It’s not that difficult to give an injection. Every Pharmacist and LPN and RN and dental hygienist can do so. Conta… 		0	0	Twitter for iPhone	1352118387602718720
Wed Jan 20 22:15:16 +0000 2021	@shillman1 @denver_rose Are those the same people who said COVID-19 would disappear after November 3rd?	shillman1	0	6	Twitter for iPhone	1352016872003264515
Wed Jan 20 17:24:16 +0000 2021	&amp; we’re on campus  		0	4	Twitter for iPhone	1351943639283412992
Thu Jan 21 01:18:48 +0000 2021	Very important points -- COVID-19 Apps Are Terrible—They Didn't Have to Be 		0	0	Twitter for Android	1352063062916952065
Wed Jan 20 14:49:52 +0000 2021	Please, please, please educate yourself. Read this, but also the studies. 		0	0	Twitter for iPhone	1351904786002575361
Wed Jan 20 16:56:50 +0000 2021	I SURVIVED COVID-19 FOR THIS!! 		0	1	Twitter for iPhone	1351936735089979395
Thu Jan 21 00:29:57 +0000 2021	Something perhaps (? lost in caps news, the impact of COVID-19 in all likelihood keeps Ovechkin from approaching G… 		0	1	Twitter for iPhone	1352050766844997634
Wed Jan 20 06:43:41 +0000 2021	Tonight, Riverside &amp; cities across CA join the nation to mourn the 400,000 Americans that have been lost to… 		4	17	Twitter for iPhone	1351782431079030785
Wed Jan 20 23:20:28 +0000 2021	I just saw my first tv commercial for COVID19 lawsuit representation.		0	7	Twitter for iPhone	1352033280237957122
Wed Jan 20 13:43:43 +0000 2021	Compare how #Biden memorialized 400,000 victims of #coronavirus last night to the 3 seconds that #Trump just did. #ByeTrump		0	0	Twitter for iPhone	1351888136423530496
Thu Jan 21 02:44:40 +0000 2021	Go away you Satanic Harlot! 		0	0	Twitter for iPhone	1352084671576887298
Thu Jan 21 02:41:37 +0000 2021	Can y’all imagine how many tickets Morgan Wallen is gonna sell after ‘Rona dissipates?!  That dude is everywhere.… 		0	1	Twitter for iPhone	1352083902656077824
Wed Jan 20 23:49:08 +0000 2021	@LDSLibertarian1 @HHSGov Since when are Mormons anti mask, anti covid19	LDSLibertarian1	0	3	Twitter for iPhone	1352040493857734657
Thu Jan 21 01:47:42 +0000 2021	How I plan to look on election night vs how I actually look 		0	10	Twitter for iPhone	1352070334829223936
Thu Jan 21 03:02:49 +0000 2021	@GovSisolak @POTUS @VP THOUSANDS ARE #Hungry &amp; #Homeless &amp; THIS #WheelchairUser will file #bankruptcy since NVDHHS… 	GovSisolak	2	2	Twitter for iPad	1352089238402076673
Wed Jan 20 22:39:37 +0000 2021	Those unused COVID-19 flex time hours getting deposited tomorrow 		0	1	Twitter for iPhone	1352022999562522629
Wed Jan 20 23:57:40 +0000 2021	Covid-19 deaths spike in Georgia, White House reports #gapol #coronavirus 		0	0	Twitter for Android	1352042642603978759
Wed Jan 20 15:18:55 +0000 2021	Americans will soon have more to have died from Coronavirus than died in World War II. 		0	0	Twitter for iPhone	1351912096548728832
Wed Jan 20 12:42:51 +0000 2021	We'll be waiting another 3.5 hours, but all of us will get our first shot. Mt. Dora police are very organized … 		0	0	Twitter for Android	1351872819479670784
Wed Jan 20 06:22:54 +0000 2021	Tonight we grieve — and begin healing — together. 		1	6	Twitter for iPhone	1351777202463887368
Thu Jan 21 01:27:04 +0000 2021	@rec777777 @BorisJohnson @JoeBiden @KamalaHarris Under tRUMP, more Americans are dead than the Vietnam war, WWII, G… 	rec777777	0	0	Twitter for iPhone	1352065141366378498
Wed Jan 20 22:22:53 +0000 2021	@TomMazawey is quoted by the Freep!!!!  ooooooooooo!  @DrewMikePodcast @Pro_Duecer @TrudiDan @marcfell Check out th… 	TomMazawey	0	1	Twitter for iPhone	1352018788410122246
Wed Jan 20 13:43:45 +0000 2021	400,000+ deaths from #COVID19 and this asshole gets together a group of maskless turtles. Trash. Not to mention… 		0	0	Twitter for iPhone	1351888144182947846
Wed Jan 20 21:38:45 +0000 2021	@RossEngineer I would suggest that they make sure it is thoroughly cleaned TI avoid any covid-19 problems	RossEngineer	0	1	Twitter for Android	1352007681960255488
Wed Jan 20 23:07:52 +0000 2021	@potus President Biden signs Executive Orders focused on rejoining the Paris Agreement focused on climate change an… 	POTUS	1	0	Twitter for iPhone	1352030109016989700
Thu Jan 21 02:25:34 +0000 2021	Tomorrow! COVID-19 vaccines and the black community! 		1	6	Twitter for iPhone	1352079863725891584
Wed Jan 20 23:29:12 +0000 2021	We're also the most afraid of catching COVID-19 from being in a crowded space. 		3	14	Twitter for Android	1352035477663043585
Wed Jan 20 06:36:11 +0000 2021	18 family members get COVID-19 after holiday gathering in Pennsylvania  via @nypost		1	0	Twitter for Android	1351780545877970944
Wed Jan 20 17:15:58 +0000 2021	Woman gets COVID-19 vaccine, then virus. Doctors say it's impossible to get from the vaccination but offer other po… 		0	0	Twitter for Android	1351941549937090560
Wed Jan 20 15:09:58 +0000 2021	10:08am Gotham Health at Cumberland @NYCHealthSystem 9 people on line waiting to be tested.  		0	0	Twitter for iPhone	1351909841749553154
Wed Jan 20 18:39:23 +0000 2021	I survived COVID-19 VIRUS. Like U I have made up my mind 2 be a better person.A better friend.A better listener.… 		1	2	Twitter for Android	1351962544336990210
Wed Jan 20 16:12:00 +0000 2021	@nice_two I see the coronavirus still working double time because these hoes be saying anything 	nice_two	0	1	Twitter for iPhone	1351925455612502018
Wed Jan 20 13:20:21 +0000 2021	Biden said he stepping on throats to get us back on track 		0	0	Twitter for iPhone	1351882255719919616
Wed Jan 20 17:09:34 +0000 2021	A moment of silence for the 400k Americans lost to the pandemic#COVID19 #Inauguration		0	8	Twitter for iPhone	1351939940662259714
Wed Jan 20 21:07:57 +0000 2021	@jazzforia2 Hard to feel sorry for trump enablers who now try to act like they have some sense. Maybe I should ask… 	jazzforia2	0	0	Twitter for iPhone	1351999931595124736
Thu Jan 21 01:41:46 +0000 2021	Yo Covid just be letting niggas know “it ain’t no stopping me y’all are COOKED” 		0	0	Twitter for iPhone	1352068840444874753
Wed Jan 20 11:53:36 +0000 2021	The Dome Arena will open today to administer COVID-19 vaccines. Lieutenant Governor Kathy Hochul is expected to be… 		3	5	Twitter for iPhone	1351860425105813506
Wed Jan 20 07:36:15 +0000 2021	Nurse sings 'Amazing Grace' at COVID-19 ceremony at Lincoln Memorial ref...  via @YouTube		0	0	Twitter for iPhone	1351795660962590720
Wed Jan 20 15:23:53 +0000 2021	Presidential. 		0	2	Twitter for iPhone	1351913343754276865
Wed Jan 20 06:15:28 +0000 2021	@GovSisolak is an idiot 	GovSisolak	0	0	Twitter for iPhone	1351775330428600320
Wed Jan 20 14:29:06 +0000 2021	We now have a President and Vice President who will:-Say #BlackLivesMatter -Take #COVID19 seriously-Have humani… 		0	2	Twitter for iPhone	1351899558968782851
Wed Jan 20 13:57:44 +0000 2021	4 years ago today, I was driving to DC for the Women’s March with my daughter &amp; our friends....today, I am ecstatic… 		0	21	Twitter for iPhone	1351891663015317505
Wed Jan 20 11:26:29 +0000 2021	Ridiculous. Who is running the show to where horse racing take priority over human life. 		0	0	Twitter for Android	1351853600083853314
Thu Jan 21 03:33:34 +0000 2021	This was so easy to do. 		0	2	Twitter for iPhone	1352096974657388544
Wed Jan 20 09:19:59 +0000 2021	@BidenInaugural I lost my uncle to covid-19	BidenInaugural	0	2	Twitter for Android	1351821766822408193
Thu Jan 21 02:05:25 +0000 2021	L O S E R  		0	1	Twitter for iPhone	1352074790530658304
Wed Jan 20 15:10:55 +0000 2021	WEDNESDAY I’M FOLLOWINGCOVID19 Vaccine rollout woes in Western #Washington. If you’re in Phase 1-B that’s wonde… 		8	24	Twitter for iPhone	1351910080279547904
Wed Jan 20 14:08:03 +0000 2021	@KRIS6News Are the COVID-19 vaccines, if scheduled, still being distributed today? My parents heard they were pushe… 	KRIS6News	0	1	Twitter for iPhone	1351894260191293440
Wed Jan 20 08:26:03 +0000 2021	Wow so beautiful  #AmazingGrace - gets me every time 		0	0	Twitter for iPhone	1351808195409424384
Thu Jan 21 01:28:18 +0000 2021	@_ZachShaw You do a hell of good job. As a fan I appreciate that. This COVID-19 season took away conventionally rea… 	_ZachShaw	0	0	Twitter for iPhone	1352065450599968771
Thu Jan 21 04:56:52 +0000 2021	I'm not CNN, but you are doing just fine. That is the way they put out news about Covid before except it was always… 		0	1	Twitter for Android	1352117937344294914
Wed Jan 20 18:14:23 +0000 2021	!While these numbers overall look to be moving in the right direction, a closer look shows Spartanburg Co (~… 		1	2	Twitter for iPhone	1351956254739091459
Wed Jan 20 19:36:50 +0000 2021	The question is: If you were stupid enough to fall for it for 4 years or more, will you even recognize reality toda… 		1	6	Twitter for iPhone	1351977003730268160
Thu Jan 21 00:02:16 +0000 2021	We all do! With responsibility comes opportunities!We can only do this together! #PeopleAndPlanet 		0	7	Twitter for iPhone	1352043799275569156
Wed Jan 20 13:34:29 +0000 2021	Give it up Deelishes 		0	0	Twitter for iPhone	1351885813357932544
Wed Jan 20 19:37:01 +0000 2021	Who's ready to teach 4th grade? This guy! Going in-person, everyday, whole class in 10 days! #elementary #education… 		0	2	Twitter for Android	1351977047724355585
Wed Jan 20 20:40:47 +0000 2021	"#WayOfHealingCoronaForLife""Coronavirus, yet it is not coronavirus, in fact a foul-evil (rejz that has associates,… "		1	2	Twitter for Android	1351993094133194753
Wed Jan 20 05:11:47 +0000 2021	"Still think its a ""Conspiracy"" "		0	0	Twitter for Android	1351759304257400833
Thu Jan 21 03:40:25 +0000 2021	Oh @TedCruz, are you THAT stupid or are you letting 45 use your Twitter? TEXAS wants to know 		0	0	Twitter for Android	1352098698193477632
Wed Jan 20 17:08:20 +0000 2021	.@JoeBiden addresses #COVID19 “We must fight this virus as one nation,” he said.@CBS6Albany		2	8	Twitter for iPhone	1351939630048927746
Thu Jan 21 00:29:48 +0000 2021	Vatican starts vaccinating Rome%27s homeless against COVID-19  via @YahooNews		0	0	Twitter for iPhone	1352050728618106883
Wed Jan 20 12:05:32 +0000 2021	2 members of Canada's snowboard delegation test positive for COVID-19 This sucks @MaxParrot⁩ Max Parrot won’t be… 		1	0	Twitter for iPhone	1351863427317174276
Wed Jan 20 11:16:48 +0000 2021	@JoyVBehar Yes I know we will find many things to talk about. How about some happy stories. Unfortunately there is… 	JoyVBehar	0	0	Twitter for Android	1351851166053801984
Wed Jan 20 18:21:26 +0000 2021	@Chris_Meloni @seanspicer If they was smart they wouldn’t have a BIG OR HUGE crowds #duh #COVID19  smh ‍ that’s… 	Chris_Meloni	0	0	Twitter for iPhone	1351958025402281988
Wed Jan 20 18:00:36 +0000 2021	Thank you for your message  		0	0	Twitter for iPad	1351952783541497863
Wed Jan 20 13:43:24 +0000 2021	He just called COVID-19 “the China Virus” in case you were wondering if his outgoing speechifying would be measured… 		0	12	Twitter for iPhone	1351888058132606976
Wed Jan 20 10:31:36 +0000 2021	Mayor Scott...if you want to be taken seriously...loose the Soul Train Afro..you look ridiculous 		0	0	Twitter for Android	1351839790967230466
Wed Jan 20 07:25:42 +0000 2021	Second Dose today! #CovidVaccine #COVID19 #Vaccine #igottheshot #MaskUp #Grateful #Thankful #Hopeful… 		2	5	Twitter for iPhone	1351793006207111171
Thu Jan 21 02:52:17 +0000 2021	@POTUS says “Mask up, America” 	POTUS	0	0	Twitter for iPhone	1352086586884808705
Thu Jan 21 01:38:39 +0000 2021	@aschuldt_ So your toilet &amp; paper???#COVID19 	aschuldt_	0	0	Twitter for Android	1352068056844005376
Wed Jan 20 22:44:42 +0000 2021	#SeniorsFirst #SeniorsFirst #SeniorsFirst Sounds like a damn chant from High School Musical, not a proper… 		0	0	Twitter for iPhone	1352024278825361416
Wed Jan 20 19:34:50 +0000 2021	"#WayOfHealingCoronaForLife""Coronavirus, yet it is not coronavirus, in fact a foul-evil (rejz that has associates,… "		0	2	Twitter for Android	1351976497347760131
Wed Jan 20 18:04:22 +0000 2021	I’ll have the latest from this press briefing tonight on @FOX2now @fox4kc @kolr10kozl @KODEnews @KSNLocalNews… 		2	7	Twitter for iPhone	1351953733157089281
Thu Jan 21 02:41:18 +0000 2021	Dear @pfizer Mexico says that they no longer need your vaccines. That they will partner with Putin to produce his v… 		0	0	Twitter for Android	1352083821861199875
Wed Jan 20 17:36:39 +0000 2021	(2/3 Due to the sharply rising positive COVID-19 cases in Allegheny County, this meeting is closed to in-person pu… 	borojeffhills	0	0	Twitter for iPhone	1351946756150460417
Wed Jan 20 15:46:32 +0000 2021	Are you a patient? Here’s some information for patients who are interested in receiving the COVID-19 vaccine. Stay… 		0	1	Twitter for iPhone	1351919043721228289
Wed Jan 20 11:52:55 +0000 2021	Covid-19 dies today at Noon		0	7	Twitter for iPhone	1351860254083002371
Wed Jan 20 21:01:44 +0000 2021	@VickieZisman @mcfunny @barryjohnreid21 @HaircutSpock @JaneEOpie @HPVSideEffects @dad_liams @rainmc @BoastIra… 	VickieZisman	2	7	Twitter for iPhone	1351998369372139522
Wed Jan 20 14:25:25 +0000 2021	@Morning_Joe @morningmika @JonLemire @mikebarnicle @WillieGeist @IgnatiusPost If Trump were being honest, he would… 	Morning_Joe	0	0	Twitter for iPhone	1351898630425354240
Wed Jan 20 13:59:16 +0000 2021	Obviously suffering mental illness it doesnt know what gender it is!!! Lol INSANITY!!! 		0	0	Twitter for Android	1351892052292808705
Thu Jan 21 01:06:24 +0000 2021	The @POTUS- @VP Administration Immediate PrioritiesCOVID-19ClimateRacial EquityEconomyHealth CareImmigration… 		0	0	Twitter for Android	1352059940693794817
Thu Jan 21 02:18:39 +0000 2021	@tomhanks I am sorry to ask you, did you have a stroke or do you have any other medical problem causing slurred spe… 	tomhanks	0	0	Twitter for Android	1352078124415123457
Wed Jan 20 11:46:10 +0000 2021	Another Republican,  @RepChrisStewart (R-UT, is now infected by #COVID19. While it's sad, I don't care. 		0	0	Twitter for Android	1351858554005725186
Wed Jan 20 22:40:45 +0000 2021	@ProfPCDoherty @ConversationEDU @ProfPCDoherty , any hypothesis as to why a half dose of the @AstraZeneca #COVID19… 	ProfPCDoherty	0	0	Twitter for iPhone	1352023285341384705
Wed Jan 20 23:17:12 +0000 2021	COVID-19 update @ Gristedes Supermarkets #059 		0	0	Instagram	1352032460167643137
Wed Jan 20 20:54:58 +0000 2021	The shade that is @jaketapper !!! I’m glad to hear the White House had a deep cleaning bc the prior administration… 		3	3	Twitter for iPhone	1351996664119234565
Wed Jan 20 07:49:29 +0000 2021	@unitygreenville Short story. Our immune boosters companies lost no one to COVID19 in 2O20. This book will helo you… 	unitygreenville	0	0	Twitter for Android	1351798989927182337
Thu Jan 21 00:03:36 +0000 2021	They died from pre existing conditions and they all had this years flu that weakened them to that outcome. #covid i… 		0	1	Twitter for iPhone	1352044135839096841
Wed Jan 20 10:53:52 +0000 2021	I remember the Tuskegee study no coronavirus vaccine for me thank you very much you don't burn me twice with the same fire		0	0	Twitter for Android	1351845394758725632
Wed Jan 20 09:09:20 +0000 2021	COVID-19 CASES IN THE CAPITOL ARE ONLY THE TIP OF THE ICEBERG Ripples from the Capitol riots could be spreading a… 		1	0	Twitter for Android	1351819087073128448
Wed Jan 20 13:41:44 +0000 2021	Trump saying how great he is while the death toll from COVID-19 is over 400k. Go away, you piece of trash.		0	0	Twitter for Android	1351887639125794816
Wed Jan 20 20:40:31 +0000 2021	@amyklobuchar Excellent job Senator. You did an amazing job, considering you had an insurrection to worry about and… 	amyklobuchar	0	0	Twitter for Android	1351993028827869188
Wed Jan 20 19:48:07 +0000 2021	Just took the first half of the Covid19 Vaccination but I'm still gonna practice safe and social distance man life… 		0	0	Instagram	1351979841193730049
Thu Jan 21 03:23:44 +0000 2021	The first official day of UNM Health COVID-19 vaccinations at The Pit. Workers are expecting to have vaccinated 170… 		7	32	Twitter for iPhone	1352094502836551680
Wed Jan 20 21:07:31 +0000 2021	Thread 		0	0	Twitter for iPhone	1351999822094610433
Thu Jan 21 01:35:13 +0000 2021	“Reactivate”?I don’t like that wording. I told y’all this some next level shit 		0	0	Twitter for iPhone	1352067190439161856
Wed Jan 20 08:16:42 +0000 2021	Our Hidden Figures if COVID19 are 80% Women Of Color. With this book, ye shall know the truth about the immune syst… 		0	0	Twitter for Android	1351805842601947140
Wed Jan 20 20:32:48 +0000 2021	Is there a class above Prime? Sign me up 		0	0	Twitter for iPhone	1351991085569081344
Wed Jan 20 19:26:18 +0000 2021	This is promising!!!!! The Pfizer COVID-19 vaccine looks to be efficient in fighting the new strain!… 		0	2	Twitter for Android	1351974351738863616
Wed Jan 20 14:15:59 +0000 2021	INAUGURATION DAY- #BidenHarrisInauguration #BidenHarris2020 #AfterTrump #ConvictAndRemove #BidenHarrisInauguration… 		1	0	Twitter for Android	1351896259452424193
Thu Jan 21 02:09:54 +0000 2021	Im just gunna  and leave it at that  		0	1	Twitter for Android	1352075919029104642
Thu Jan 21 01:50:31 +0000 2021	A lot of flags voted for a fake president  I wonder if those made in china flags have twitter accounts too  		0	1	Twitter for Android	1352071042341220352
Wed Jan 20 13:49:58 +0000 2021	He spoke of the pandemic in the past tense as the deaths rage on.  Shameful send off.  #TrumpsLastDay #COVID19		0	0	Twitter for iPhone	1351889708830355458
Thu Jan 21 04:45:33 +0000 2021	God bless her soul .. 		0	1	Twitter for iPhone	1352115091559358479
Wed Jan 20 11:19:20 +0000 2021	Seems like the strains are becoming serious complicating factors in 2021. 		0	2	Twitter for Android	1351851804141748225
Wed Jan 20 14:54:09 +0000 2021	"@JoeBiden Will it be an Inauguration or a   "" Coronavirus Ville ""? Let's keep safe and consitare on AMERICA not cel… "	JoeBiden	0	1	Twitter for Android	1351905862743281667
Wed Jan 20 15:20:59 +0000 2021	People from Delaware watching @JoeBiden were crying “tears of glee” &amp; from their messages to friend across the US,… 		0	1	Twitter for iPhone	1351912615358967812
Wed Jan 20 21:29:29 +0000 2021	Oh! And 20001 includes some of our NW #Ward6 neighbors, too! More information at 	jessicasutterW6	0	3	Twitter for iPhone	1352005353404297216
Thu Jan 21 02:45:31 +0000 2021	And that stage they’re on overlooks our main #COVID19 testing center. Behind them is where the bombing took place.… 	warnerblaster	1	7	Twitter for iPhone	1352084885125664772
Thu Jan 21 03:30:28 +0000 2021	@VP Historical, the most beautiful inaugural celebration ever. In these times of healing our country from covid19 a… 	VP	0	0	Twitter for Android	1352096194206564355
Wed Jan 20 23:27:25 +0000 2021	Coronavirus has made it even tougher and exhausting to board a flight. But important things cannot be ignored. Book… 		0	1	Twitter for Android	1352035029124329476
Wed Jan 20 16:17:48 +0000 2021	Check out my niece's harrowing Covid experience as an ICU nurse on this podcast! #COVID19 #pandemic I Don’t Recogni… 		0	0	Twitter for Android	1351926914966028290
Wed Jan 20 05:25:57 +0000 2021	MY PRESIDENT and MY V.P. 		0	1	Twitter for Android	1351762868442550277
Wed Jan 20 22:15:11 +0000 2021	Thats down from 16 a few weeks ago 		0	5	Twitter for Android	1352016853275729923
Wed Jan 20 17:13:32 +0000 2021	America has a new president and I have my strawberry uncrustable. It’s a win-win situation. So very thankful to be… 		0	0	Twitter for iPhone	1351940938478837766
Wed Jan 20 13:01:04 +0000 2021	Your vote matters, yall 		0	1	Twitter for iPhone	1351877405544226816
Thu Jan 21 03:59:09 +0000 2021	The failure of the media to notice how we crushed COVID19 in 2O20 was total racism. Did it kill 300,000 people. Tha… 		0	0	Twitter for Android	1352103414398922755
Wed Jan 20 18:30:18 +0000 2021	I’ll be in the Capitol today monitoring the governor’s briefing. Stay tuned for the latest on the state! 		1	2	Twitter for iPhone	1351960257292095496
Wed Jan 20 08:23:49 +0000 2021	Yes, let’s plan for the global celebration of #InternationalWomensDay on March 8th!!! #IWD2021#phenomenalwomen 		0	1	Twitter for iPhone	1351807633729019912
Wed Jan 20 18:15:34 +0000 2021	World Health Organization Talk Of The Town 		0	0	Twitter for iPhone	1351956549585887233
Wed Jan 20 15:10:32 +0000 2021	#JMU home games against Charleston next weekend are postponed. Still a chance Dukes could play against someone at t… 		1	1	Twitter for iPhone	1351909987518451714
Thu Jan 21 02:32:42 +0000 2021	Andy Cohen is the EP of all the bravo tv shows, but he's questioning @RHOC_KellyDodd on the covid19 pandemic. Whe… 		0	4	Twitter for Android	1352081657344512000
Wed Jan 20 14:27:02 +0000 2021	This incoming administration is nothing more than a collection of DemocRAT personnel that own each other!… 		2	7	Twitter for Android	1351899036781985794
Wed Jan 20 23:10:39 +0000 2021	My boy got to work 		0	0	Twitter for iPhone	1352030810581438465
Wed Jan 20 21:54:11 +0000 2021	"He'll be BACK!""Arnold Schwarzenegger Receives COVID-19 Vaccination: ""Come With Me If You Want to Live"""" "		1	1	Twitter for Android	1352011566603005954
Wed Jan 20 21:25:06 +0000 2021	Another great day at @NATPE! Great conversation w/ Jeff Cole, Sean Cohan at @Nielsen, Marcos Santana at @Telemundo… 		0	0	Twitter for iPhone	1352004249413185537
Thu Jan 21 02:54:29 +0000 2021	When you're reminded The Terminator is a senior now.  		0	0	Twitter for Android	1352087140902035460
Wed Jan 20 14:17:35 +0000 2021	Hi everyone my husband passed away on New Year's Day just unexpected and I'm asking for donations to covered his fu… 		0	0	Twitter for Android	1351896660301869056
Wed Jan 20 20:41:28 +0000 2021	"Vice President Madam Harris said after winning ""We did it joe""  "		0	0	Twitter for Android	1351993265894014977
Wed Jan 20 14:48:50 +0000 2021	Bloomfield Pulse Condolences to all of the families Essex County Coronavirus CasesUpdate Wednesday, January 20… 		0	0	Instagram	1351904523959341059
Wed Jan 20 16:06:27 +0000 2021	Low-income workers hammered by COVID-19 as high earners flourished  		0	0	Twitter for iPhone	1351924055704821767
Wed Jan 20 13:03:48 +0000 2021	China killed all those citizen's... 		0	0	Twitter for Android	1351878093200351233
Wed Jan 20 17:14:24 +0000 2021	@EtienneT_Esq They kind of are. It’s the Covid-19 edition.	EtienneT_Esq	0	1	Twitter for iPhone	1351941158394605569
Wed Jan 20 23:31:38 +0000 2021	I had some thoughts on this. Sent the same to Sen. Nass. Write these do-nothings, call them out, and demand… 		7	22	Twitter for Android	1352036091789012994
Wed Jan 20 15:51:30 +0000 2021	Boston is experiencing its worst pandemic surge; we’re crossing the 1-yr pandemic threshold, and today, concerned m… 		1	3	Twitter for iPhone	1351920293128904704
Wed Jan 20 12:50:22 +0000 2021	Today a person who actually, genuinely cares about the lives lost to Coronavirus becomes president. Donald Trump’… 		0	10	Twitter for iPhone	1351874711274328068
Wed Jan 20 22:07:03 +0000 2021	Woohoo! Finally figured out how to register for my at home Covid test! Not Detected! #covid #notdetected #clear… 		0	0	Twitter for iPhone	1352014807541534723
Wed Jan 20 23:05:26 +0000 2021	@GovMLG How many #Americans died today from #COVID19 while #Biden did nothing?!We start today w screaming at Biden… 	GovMLG	0	1	Twitter for iPhone	1352029499374747648
Wed Jan 20 17:17:49 +0000 2021	That was a fantastic speech. Biden hit on coronavirus, climate change, foreign policy, civil unrest, white supremac… 		16	381	Twitter for Android	1351942015886503937
Wed Jan 20 18:42:03 +0000 2021	Onward with science 		0	1	Twitter for iPhone	1351963214498603011
Wed Jan 20 15:04:14 +0000 2021	COVID-19 in CofC program. Upcoming games PPD 		3	1	Twitter for iPhone	1351908399567527936
Wed Jan 20 15:59:15 +0000 2021	@RonMetcalf7 @votevets Yeah.....the bots are back.Where y'all been?We've missed you!Every thing good?How's… 	RonMetcalf7	0	0	Twitter for Android	1351922243538997250
Wed Jan 20 14:40:08 +0000 2021	Ohio followers:At least 3 Ohio lawmakers are not attending today’s #Inauguration in-person because of #COVID19/se… 		2	15	Twitter for iPhone	1351902335644147712
Wed Jan 20 20:47:24 +0000 2021	For an update on how to receive the #CovidVaccine head to  #COVIDVaccination… 		0	2	Twitter for iPhone	1351994761134157826
Thu Jan 21 02:20:43 +0000 2021	#diabetes #covid19 #T1D abd vaccine @AmDiabetesAssn 		0	5	Twitter for iPhone	1352078644588519425
Wed Jan 20 14:43:03 +0000 2021	On this #InaugurationDay, what does @GovofCO think about how the new administration will handle the #COVID19 pandem… 		0	1	Twitter for iPhone	1351903070050017280
Wed Jan 20 21:44:23 +0000 2021	@WhiteHouse Take care of  covid-19  and vaccines first covid -19 is first priority. Not second not third  not fourt… 	WhiteHouse	0	0	Twitter for iPhone	1352009099731480586
Wed Jan 20 06:00:25 +0000 2021	“The widespread reported use of face masks combined with physical distancing increases the odds of SARS-CoV-2 trans… 		0	10	Twitter for iPhone	1351771545774018560
Wed Jan 20 13:41:13 +0000 2021	@KamalaHarris The new Administration is here to give last presidential salute to the covid-19 all those who died. t… 	KamalaHarris	0	0	Twitter for Android	1351887507697360902
Wed Jan 20 20:33:40 +0000 2021	Throughout the COVID-19 pandemic we have seen our community members support one another in the most amazing ways. F… 		0	2	Twitter for Android	1351991306663452682
Wed Jan 20 22:14:56 +0000 2021	Check out my colleague Bernard Layton's new article regarding Executive Search during the COVID era.  Let me know… 		0	0	Twitter for iPhone	1352016789857820676
Thu Jan 21 01:25:39 +0000 2021	The #American #business community can help bridge the differences and rebuild #America post #COVID19. A partnership… 		0	1	Twitter for iPhone	1352064786675195904
Wed Jan 20 20:51:14 +0000 2021	Here comes the Shit Storm ‍ 		0	0	Twitter for Android	1351995726679695360
Thu Jan 21 03:28:45 +0000 2021	@tomhanks Historical, the most beautiful inaugural celebration ever. In these times of healing our country from cov… 	tomhanks	0	0	Twitter for Android	1352095761828372485
Wed Jan 20 21:06:23 +0000 2021	Take an moment to reflect. @JoeBiden #PresidentBiden #InaugurationDay 		0	0	Twitter for Android	1351999538190548999
Wed Jan 20 14:54:11 +0000 2021	FEATURE-Kenya slum dwellers battle COVID-19 downturn with virtual currency 		0	0	Twitter for Android	1351905870179954691
Wed Jan 20 07:22:35 +0000 2021	I wonder when we’ll hit phase 5? I feel like the last kid picked for dodgeball. Again. 		0	2	Twitter for iPhone	1351792223306788864
